Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:33:45.216000,ZHO,24,,12.0,2.0,,0 days 00:33:42.157000,0 days 00:00:22.412000,0 days 00:00:48.943000,0 days 00:00:27.723000,0 days 00:32:28.550000,0 days 00:33:17.493000,0 days 00:33:45.216000,269.0,160.0,,255.0,False,SOFT,4.0,True,Alfa Romeo,0 days 00:32:06.138000,2022-11-11 19:18:10.928,1,,False,,False,False
0 days 00:16:02.821000,BOT,77,,1.0,1.0,0 days 00:14:18.732000,,,0 days 00:00:53.284000,0 days 00:00:22.846000,,0 days 00:15:39.997000,0 days 00:16:02.821000,261.0,138.0,293.0,,False,INTERMEDIATE,1.0,True,Alfa Romeo,0 days 00:14:18.732000,2022-11-11 19:00:23.522,1,,False,,False,False
0 days 00:17:22.736000,BOT,77,,2.0,1.0,,,0 days 00:00:20.241000,0 days 00:00:41.710000,0 days 00:00:17.964000,0 days 00:16:23.062000,0 days 00:17:04.772000,0 days 00:17:22.736000,296.0,241.0,295.0,287.0,True,INTERMEDIATE,2.0,True,Alfa Romeo,0 days 00:16:02.821000,2022-11-11 19:02:07.611,1,,False,,False,True
0 days 00:18:42.109000,BOT,77,,3.0,1.0,,,0 days 00:00:19.899000,0 days 00:00:41.352000,0 days 00:00:18.122000,0 days 00:17:42.635000,0 days 00:18:23.987000,0 days 00:18:42.109000,288.0,239.0,302.0,292.0,True,INTERMEDIATE,3.0,True,Alfa Romeo,0 days 00:17:22.736000,2022-11-11 19:03:27.526,1,,False,,False,True
0 days 00:20:25.449000,BOT,77,,4.0,1.0,,,0 days 00:00:24.673000,0 days 00:00:57.278000,0 days 00:00:21.389000,0 days 00:19:06.782000,0 days 00:20:04.060000,0 days 00:20:25.449000,241.0,145.0,296.0,225.0,False,INTERMEDIATE,4.0,True,Alfa Romeo,0 days 00:18:42.109000,2022-11-11 19:04:46.899,1,,False,,False,True
0 days 00:21:44.568000,BOT,77,,5.0,1.0,,,0 days 00:00:19.707000,0 days 00:00:41.244000,0 days 00:00:18.168000,0 days 00:20:45.156000,0 days 00:21:26.400000,0 days 00:21:44.568000,300.0,243.0,298.0,297.0,True,INTERMEDIATE,5.0,True,Alfa Romeo,0 days 00:20:25.449000,2022-11-11 19:06:30.239,1,,False,,False,True
0 days 00:23:22.801000,BOT,77,,6.0,1.0,,,0 days 00:00:24.655000,0 days 00:00:54.548000,0 days 00:00:19.030000,0 days 00:22:09.223000,0 days 00:23:03.771000,0 days 00:23:22.801000,236.0,207.0,294.0,238.0,False,INTERMEDIATE,6.0,True,Alfa Romeo,0 days 00:21:44.568000,2022-11-11 19:07:49.358,1,,False,,False,True
0 days 00:24:42.026000,BOT,77,,7.0,1.0,,,0 days 00:00:19.665000,0 days 00:00:41.323000,0 days 00:00:18.237000,0 days 00:23:42.466000,0 days 00:24:23.789000,0 days 00:24:42.026000,299.0,242.0,298.0,298.0,False,INTERMEDIATE,7.0,True,Alfa Romeo,0 days 00:23:22.801000,2022-11-11 19:09:27.591,1,,False,,False,True
0 days 00:26:15.583000,BOT,77,,8.0,1.0,,0 days 00:26:12.606000,0 days 00:00:21.681000,0 days 00:00:45.192000,0 days 00:00:26.684000,0 days 00:25:03.707000,0 days 00:25:48.899000,0 days 00:26:15.583000,270.0,164.0,,247.0,False,INTERMEDIATE,8.0,True,Alfa Romeo,0 days 00:24:42.026000,2022-11-11 19:10:46.816,1,,False,,False,False
0 days 00:28:25.263000,BOT,77,,9.0,2.0,0 days 00:26:57.467000,0 days 00:28:22.255000,0 days 00:01:01.873000,0 days 00:00:45.406000,0 days 00:00:22.401000,0 days 00:27:17.456000,0 days 00:28:02.862000,0 days 00:28:25.263000,270.0,220.0,,,False,INTERMEDIATE,1.0,True,Alfa Romeo,0 days 00:26:15.583000,2022-11-11 19:12:20.373,1,,False,,False,False
0 days 00:30:23.985000,BOT,77,,10.0,3.0,0 days 00:28:49.980000,,0 days 00:00:44.685000,0 days 00:00:54.158000,0 days 00:00:19.879000,0 days 00:29:09.948000,0 days 00:30:04.106000,0 days 00:30:23.985000,154.0,214.0,293.0,,False,SOFT,1.0,True,Alfa Romeo,0 days 00:28:25.263000,2022-11-11 19:14:30.053,1,,False,,False,False
0 days 00:31:42.313000,BOT,77,,11.0,3.0,,,0 days 00:00:19.673000,0 days 00:00:39.923000,0 days 00:00:18.732000,0 days 00:30:43.658000,0 days 00:31:23.581000,0 days 00:31:42.313000,298.0,235.0,297.0,291.0,True,SOFT,2.0,True,Alfa Romeo,0 days 00:30:23.985000,2022-11-11 19:16:28.775,1,,False,,False,True
0 days 00:32:57.799000,BOT,77,,12.0,3.0,,,0 days 00:00:19.029000,0 days 00:00:38.574000,0 days 00:00:17.883000,0 days 00:32:01.342000,0 days 00:32:39.916000,0 days 00:32:57.799000,293.0,249.0,299.0,300.0,True,SOFT,3.0,True,Alfa Romeo,0 days 00:31:42.313000,2022-11-11 19:17:47.103,1,,False,,False,True
0 days 00:34:44.004000,BOT,77,,13.0,3.0,,0 days 00:34:40.993000,0 days 00:00:26.469000,0 days 00:00:54.186000,0 days 00:00:25.550000,0 days 00:33:24.268000,0 days 00:34:18.454000,0 days 00:34:44.004000,198.0,176.0,,233.0,False,SOFT,4.0,True,Alfa Romeo,0 days 00:32:57.799000,2022-11-11 19:19:02.589,1,,False,,False,False
0 days 00:15:38.437000,TSU,22,,1.0,1.0,0 days 00:14:04.170000,,,0 days 00:00:46.615000,0 days 00:00:18.793000,,0 days 00:15:19.672000,0 days 00:15:38.491000,272.0,210.0,294.0,,False,INTERMEDIATE,1.0,True,AlphaTauri,0 days 00:14:04.170000,2022-11-11 19:00:08.960,1,,False,,False,False
0 days 00:16:58.674000,TSU,22,,2.0,1.0,,,0 days 00:00:20.339000,0 days 00:00:41.993000,0 days 00:00:17.905000,0 days 00:15:58.776000,0 days 00:16:40.769000,0 days 00:16:58.674000,297.0,234.0,295.0,283.0,True,INTERMEDIATE,2.0,True,AlphaTauri,0 days 00:15:38.437000,2022-11-11 19:01:43.227,1,,False,,False,True
0 days 00:18:18.178000,TSU,22,,3.0,1.0,,,0 days 00:00:19.916000,0 days 00:00:41.558000,0 days 00:00:18.030000,0 days 00:17:18.590000,0 days 00:18:00.148000,0 days 00:18:18.178000,299.0,236.0,295.0,291.0,True,INTERMEDIATE,3.0,True,AlphaTauri,0 days 00:16:58.674000,2022-11-11 19:03:03.464,1,,False,,False,True
0 days 00:20:04.696000,TSU,22,,4.0,1.0,,,0 days 00:00:26.723000,0 days 00:01:00.737000,0 days 00:00:19.058000,0 days 00:18:44.901000,0 days 00:19:45.638000,0 days 00:20:04.696000,240.0,186.0,297.0,229.0,False,INTERMEDIATE,4.0,True,AlphaTauri,0 days 00:18:18.178000,2022-11-11 19:04:22.968,1,,False,,False,True
0 days 00:21:54.724000,TSU,22,,5.0,1.0,,0 days 00:21:51.863000,0 days 00:00:19.766000,0 days 00:01:04.828000,0 days 00:00:25.434000,0 days 00:20:24.462000,0 days 00:21:29.290000,0 days 00:21:54.724000,299.0,179.0,,299.0,False,INTERMEDIATE,5.0,True,AlphaTauri,0 days 00:20:04.696000,2022-11-11 19:06:09.486,1,,False,,False,False
0 days 00:24:02.797000,TSU,22,,6.0,2.0,0 days 00:22:29.067000,,0 days 00:00:58.854000,0 days 00:00:50.439000,0 days 00:00:18.780000,0 days 00:22:53.578000,0 days 00:23:44.017000,0 days 00:24:02.797000,178.0,206.0,297.0,,False,INTERMEDIATE,1.0,True,AlphaTauri,0 days 00:21:54.724000,2022-11-11 19:07:59.514,1,,False,,False,False
0 days 00:25:21.287000,TSU,22,,7.0,2.0,,,0 days 00:00:19.568000,0 days 00:00:40.970000,0 days 00:00:17.952000,0 days 00:24:22.365000,0 days 00:25:03.335000,0 days 00:25:21.287000,302.0,243.0,295.0,298.0,True,INTERMEDIATE,2.0,True,AlphaTauri,0 days 00:24:02.797000,2022-11-11 19:10:07.587,1,,False,,False,True
0 days 00:27:09.663000,TSU,22,,8.0,2.0,,0 days 00:27:06.695000,0 days 00:00:29.949000,0 days 00:00:52.303000,0 days 00:00:26.124000,0 days 00:25:51.236000,0 days 00:26:43.539000,0 days 00:27:09.663000,249.0,173.0,,227.0,False,INTERMEDIATE,3.0,True,AlphaTauri,0 days 00:25:21.287000,2022-11-11 19:11:26.077,1,,False,,False,False
0 days 00:29:39.370000,TSU,22,,9.0,3.0,0 days 00:28:04.117000,,0 days 00:01:17.503000,0 days 00:00:49.268000,0 days 00:00:22.936000,0 days 00:28:27.166000,0 days 00:29:16.434000,0 days 00:29:39.370000,129.0,182.0,291.0,,False,SOFT,1.0,True,AlphaTauri,0 days 00:27:09.663000,2022-11-11 19:13:14.453,1,,False,,False,False
0 days 00:30:59.529000,TSU,22,,10.0,3.0,,,0 days 00:00:20.277000,0 days 00:00:41.169000,0 days 00:00:18.713000,0 days 00:29:59.647000,0 days 00:30:40.816000,0 days 00:30:59.529000,300.0,228.0,300.0,261.0,False,SOFT,2.0,True,AlphaTauri,0 days 00:29:39.370000,2022-11-11 19:15:44.160,1,,False,,False,True
0 days 00:32:15.793000,TSU,22,,11.0,3.0,,,0 days 00:00:19.316000,0 days 00:00:39.221000,0 days 00:00:17.727000,0 days 00:31:18.845000,0 days 00:31:58.066000,0 days 00:32:15.793000,304.0,244.0,300.0,300.0,True,SOFT,3.0,True,AlphaTauri,0 days 00:30:59.529000,2022-11-11 19:17:04.319,1,,False,,False,True
0 days 00:33:53.888000,TSU,22,,12.0,3.0,,0 days 00:33:50.921000,0 days 00:00:22.775000,0 days 00:00:47.443000,0 days 00:00:27.877000,0 days 00:32:38.568000,0 days 00:33:26.011000,0 days 00:33:53.888000,270.0,197.0,,236.0,False,SOFT,4.0,True,AlphaTauri,0 days 00:32:15.793000,2022-11-11 19:18:20.583,1,,False,,False,False
0 days 00:15:32.277000,MSC,47,,1.0,1.0,0 days 00:13:59.831000,,,0 days 00:00:49.290000,0 days 00:00:19.568000,,0 days 00:15:12.753000,0 days 00:15:32.277000,247.0,190.0,291.0,,False,INTERMEDIATE,1.0,True,Haas F1 Team,0 days 00:13:59.831000,2022-11-11 19:00:04.621,1,,False,,False,False
0 days 00:16:52.899000,MSC,47,,2.0,1.0,,,0 days 00:00:20.756000,0 days 00:00:41.770000,0 days 00:00:18.096000,0 days 00:15:53.033000,0 days 00:16:34.803000,0 days 00:16:52.899000,291.0,238.0,293.0,273.0,True,INTERMEDIATE,2.0,True,Haas F1 Team,0 days 00:15:32.277000,2022-11-11 19:01:37.067,1,,False,,False,True
0 days 00:18:12.747000,MSC,47,,3.0,1.0,,,0 days 00:00:20.145000,0 days 00:00:41.648000,0 days 00:00:18.055000,0 days 00:17:13.044000,0 days 00:17:54.692000,0 days 00:18:12.747000,289.0,241.0,298.0,291.0,True,INTERMEDIATE,3.0,True,Haas F1 Team,0 days 00:16:52.899000,2022-11-11 19:02:57.689,1,,False,,False,True
0 days 00:19:41.453000,MSC,47,,4.0,1.0,,0 days 00:19:38.410000,0 days 00:00:19.849000,0 days 00:00:44.417000,0 days 00:00:24.440000,0 days 00:18:32.596000,0 days 00:19:17.013000,0 days 00:19:41.453000,301.0,215.0,,300.0,False,INTERMEDIATE,4.0,True,Haas F1 Team,0 days 00:18:12.747000,2022-11-11 19:04:17.537,1,,False,,False,False
0 days 00:22:39.079000,MSC,47,,5.0,2.0,0 days 00:21:09.462000,,,0 days 00:00:47.582000,0 days 00:00:21.224000,,0 days 00:22:17.867000,0 days 00:22:39.237000,260.0,109.0,295.0,,False,INTERMEDIATE,1.0,True,Haas F1 Team,0 days 00:19:41.453000,2022-11-11 19:05:46.243,1,,False,,False,False
0 days 00:23:57.529000,MSC,47,,6.0,2.0,,,0 days 00:00:19.424000,0 days 00:00:40.962000,0 days 00:00:18.064000,0 days 00:22:58.503000,0 days 00:23:39.465000,0 days 00:23:57.529000,298.0,242.0,301.0,295.0,True,INTERMEDIATE,2.0,True,Haas F1 Team,0 days 00:22:39.079000,2022-11-11 19:08:43.869,1,,False,,False,True
0 days 00:25:25.665000,MSC,47,,7.0,2.0,,,0 days 00:00:19.733000,0 days 00:00:50.008000,0 days 00:00:18.395000,0 days 00:24:17.262000,0 days 00:25:07.270000,0 days 00:25:25.665000,301.0,214.0,296.0,301.0,False,INTERMEDIATE,3.0,True,Haas F1 Team,0 days 00:23:57.529000,2022-11-11 19:10:02.319,1,,False,,False,True
0 days 00:26:59.248000,MSC,47,,8.0,2.0,,0 days 00:26:56.258000,0 days 00:00:19.898000,0 days 00:00:47.046000,0 days 00:00:26.639000,0 days 00:25:45.563000,0 days 00:26:32.609000,0 days 00:26:59.248000,294.0,198.0,,295.0,False,INTERMEDIATE,4.0,True,Haas F1 Team,0 days 00:25:25.665000,2022-11-11 19:11:30.455,1,,False,,False,False
0 days 00:30:00.064000,MSC,47,,9.0,3.0,0 days 00:28:27.451000,,,0 days 00:00:50.687000,0 days 00:00:21.238000,,0 days 00:29:38.872000,0 days 00:30:00.203000,271.0,167.0,284.0,,False,SOFT,1.0,True,Haas F1 Team,0 days 00:26:59.248000,2022-11-11 19:13:04.038,1,,False,,False,False
0 days 00:31:20.103000,MSC,47,,10.0,3.0,,,0 days 00:00:21.018000,0 days 00:00:40.295000,0 days 00:00:18.726000,0 days 00:30:21.082000,0 days 00:31:01.377000,0 days 00:31:20.103000,297.0,240.0,297.0,252.0,False,SOFT,2.0,True,Haas F1 Team,0 days 00:30:00.064000,2022-11-11 19:16:04.854,1,,False,,False,True
0 days 00:32:36.464000,MSC,47,,11.0,3.0,,,0 days 00:00:19.272000,0 days 00:00:38.906000,0 days 00:00:18.183000,0 days 00:31:39.375000,0 days 00:32:18.281000,0 days 00:32:36.464000,303.0,238.0,300.0,299.0,True,SOFT,3.0,True,Haas F1 Team,0 days 00:31:20.103000,2022-11-11 19:17:24.893,1,,False,,False,True
0 days 00:34:16.386000,MSC,47,,12.0,3.0,,0 days 00:34:13.394000,0 days 00:00:28.655000,0 days 00:00:44.100000,0 days 00:00:27.167000,0 days 00:33:05.119000,0 days 00:33:49.219000,0 days 00:34:16.386000,241.0,217.0,,219.0,False,SOFT,4.0,True,Haas F1 Team,0 days 00:32:36.464000,2022-11-11 19:18:41.254,1,,False,,False,False
